Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,Full-Time Equivalent (FTE) Teachers [District] 2009-10,Full-Time Equivalent (FTE) Teachers [Public School] 2009-10,Pupil/Teacher Ratio [District] 2009-10,Pupil/Teacher Ratio [Public School] 2009-10,Prekindergarten Teachers [District] 2009-10,Kindergarten Teachers [District] 2009-10,Elementary Teachers [District] 2009-10,Secondary Teachers [District] 2009-10,Ungraded Teachers [District] 2009-10,Total Staff [District] 2009-10,Instructional Aides [District] 2009-10,Instructional Coordinators [District] 2009-10,Elementary Guidance Counselors [District] 2009-10,Secondary Guidance Counselors [District] 2009-10,Total Guidance Counselors [District] 2009-10,Librarians/Media Specialists [District] 2009-10,Library Media Support Staff [District] 2009-10,LEA Administrators [District] 2009-10,LEA Administrative Support Staff [District] 2009-10,School Administrators [District] 2009-10,School Administrative Support Staff [District] 2009-10,Student Support Services Staff [District] 2009-10,Other Support Services Staff [District] 2009-10
SAN LEANDRO UNIFIED,California,="0634680",428.70,428.60,20.40,20.40,–,28.10,274.20,122.50,3.90,679.00,75.50,6.20,0,5.80,5.80,2.60,–,3.00,–,21.70,33.50,–,102.00
SAN LORENZO UNIFIED,California,="0634710",568.80,556.30,20.80,21.30,–,39.70,343.30,172.70,13.10,941.70,67.00,11.20,4.00,7.60,11.60,7.00,–,4.80,49.00,30.30,43.00,–,149.00
SAN LORENZO VALLEY UNIFIED,California,="0634740",169.10,168.20,20.80,20.90,–,7.00,102.80,55.10,4.20,274.40,19.50,3.70,0,2.00,2.00,0,–,2.50,4.50,8.60,16.50,–,48.00
SAN LUCAS UNION ELEMENTARY,California,="0634770",7.00,7.00,11.10,11.10,–,0,7.00,0,0,13.00,1.00,0,0,0,0,0,–,0,0,1.00,2.00,0,2.00
SAN LUIS COASTAL UNIFIED,California,="0634800",381.50,381.70,19.00,19.00,–,24.30,224.10,124.30,8.80,676.80,44.50,5.00,5.80,6.50,12.30,3.00,–,4.00,17.00,21.50,38.50,–,149.50
SAN LUIS OBISPO COUNTY OFFICE OF EDUCATION,California,="0691032",60.50,60.50,12.60,12.60,–,0,22.90,31.60,6.00,386.70,189.50,18.70,0,="0.50",="0.50",–,–,3.50,51.50,1.00,18.00,–,43.50
SAN LUIS VALLEY BOCES,Colorado,="0899320",17.10,†,†,†,6.50,="0.60",4.00,6.00,†,118.20,49.90,4.40,0,10.40,10.40,0,0,4.00,12.00,0,0,20.10,="0.30"
SAN MARCOS CISD,Texas,4838970,503.90,503.30,14.30,14.30,16.00,30.80,172.40,198.00,86.70,1011.20,53.00,3.50,–,–,18.00,7.80,1.00,6.00,39.70,23.70,31.90,30.20,292.50
SAN MARCOS UNIFIED,California,="0634880",732.70,728.40,23.00,23.10,–,44.00,481.90,189.50,17.30,1330.60,155.50,5.10,8.30,8.40,16.70,2.00,–,11.00,48.50,34.10,76.00,–,249.00
SAN MARINO UNIFIED,California,="0634860",160.50,160.50,20.20,20.20,–,9.00,97.00,54.50,0,291.70,37.50,1.00,1.00,4.00,5.00,1.00,–,4.00,9.00,7.20,16.50,–,50.00
SAN MATEO COUNTY OFFICE OF EDUCATION,California,="0691033",134.80,133.60,8.80,6.30,–,0,56.80,54.60,23.40,633.10,285.50,25.80,–,–,–,2.00,–,9.00,112.50,–,18.00,–,45.50
SAN MATEO COUNTY ROP,California,="0600142",–,0,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
SAN MATEO UNION HIGH,California,="0634980",401.60,395.80,21.40,21.70,–,0,3.60,398.00,0,766.70,96.50,6.20,0,16.80,16.80,5.00,–,4.00,29.00,7.60,55.00,–,145.00
SAN MATEO-FOSTER CITY,California,="0634920",514.20,500.70,19.40,19.90,–,55.00,430.10,="0.20",28.90,847.90,125.00,7.60,4.70,0,4.70,2.80,–,2.60,26.50,24.50,38.00,–,102.00
SAN MIGUEL JOINT UNION,California,="0635010",25.60,25.60,17.70,17.70,–,3.00,22.60,0,0,52.10,6.50,0,0,0,0,0,–,0,2.00,2.00,3.00,0,13.00
SAN PASQUAL UNION ELEMENTARY,California,="0635040",31.70,31.70,18.30,18.30,–,4.00,27.70,0,0,50.70,2.00,0,0,0,0,–,–,0,0,1.00,3.00,–,13.00
SAN PASQUAL VALLEY UNIFIED,California,="0635070",56.90,56.90,13.40,13.40,–,3.00,34.50,18.00,1.40,143.40,20.00,0,1.00,2.00,3.00,0,–,3.00,5.00,5.00,9.00,–,41.50
SAN PERLITA ISD,Texas,4839000,26.00,†,11.00,†,="0.80",1.00,9.60,14.40,="0.20",51.90,5.00,0,–,–,1.00,0,1.00,1.90,2.70,2.00,2.30,0,10.00
SAN RAFAEL CITY ELEMENTARY,California,="0635090",185.70,182.70,19.20,19.50,–,22.50,161.70,="0.50",1.00,292.20,35.00,="0.50",1.40,0,1.40,0,–,2.00,10.00,11.60,13.50,–,32.50
SAN RAFAEL CITY HIGH,California,="0635110",109.30,109.30,19.70,19.60,–,0,1.10,108.20,0,206.90,13.00,1.60,0,4.00,4.00,2.00,–,2.00,10.00,9.50,14.00,–,41.50
SAN RAMON VALLEY UNIFIED,California,="0635130",1157.10,1138.40,21.40,21.70,–,90.50,717.90,332.70,16.00,2036.80,307.00,6.60,9.80,18.40,28.20,10.00,–,3.00,101.00,62.40,133.00,–,228.50
SAN SABA ISD,Texas,4839030,69.90,70.30,10.50,10.40,1.30,3.30,21.90,36.60,6.80,134.00,18.00,0,–,–,2.80,2.00,0,3.00,2.30,2.10,4.60,1.20,28.10
SAN SABA STATE SCHOOL                                       ,Texas,4800228,0,†,†,†,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,0,0
SAN SIMON UNIFIED DISTRICT,Arizona,="0407430",14.30,14.30,8.80,8.80,0,1.00,6.00,7.30,†,26.20,2.70,0,–,–,–,0,1.00,1.00,0,0,1.00,2.00,4.20
SAN VICENTE ISD,Texas,4839060,5.00,5.00,4.20,4.20,0,="0.50",2.90,="0.50",1.10,8.00,0,0,0,0,0,0,0,2.00,0,0,0,0,1.00
SAN YSIDRO ELEMENTARY,California,="0635220",253.00,246.00,22.20,22.80,–,29.00,224.00,0,0,475.50,58.50,3.00,2.00,0,2.00,0,–,3.00,19.00,10.00,26.00,–,101.00
SANBORN CENTRAL SCHOOL DISTRICT 55-5,South Dakota,4603932,22.00,22.10,10.10,10.10,="0.50",1.00,10.60,6.30,3.60,24.50,–,0,–,0,–,0,–,="0.50",–,1.40,–,="0.60",–
SANBORN REGIONAL SAU OFFICE,New Hampshire,3399968,–,†,†,†,–,–,–,–,†,13.40,–,–,–,–,–,–,–,6.00,7.40,–,–,–,–
SANBORN REGIONAL SCHOOL DISTRICT,New Hampshire,3306080,156.00,156.00,12.40,12.40,0,4.00,100.00,52.00,†,271.50,47.50,–,6.00,3.00,9.00,4.00,2.00,0,0,8.50,8.00,–,36.50
SAND CREEK COMMUNITY SCHOOLS,Michigan,2630780,49.60,49.60,18.80,18.80,0,1.50,17.80,24.80,5.50,106.10,5.40,0,–,–,1.00,1.00,–,1.00,0,2.00,6.70,7.50,31.90
SAND SPRINGS,Oklahoma,4026880,338.20,337.20,15.60,15.70,1.00,11.00,19.00,253.20,54.00,673.40,80.80,2.00,6.00,10.00,16.00,8.00,8.00,3.60,21.80,18.60,27.00,21.00,128.40
SAND SPRINGS ELEM,Montana,3012060,1.00,1.00,6.00,6.00,–,–,1.00,0,†,1.00,0,0,0,0,0,0,–,0,–,0,0,0,–
SANDERS,Montana,3000073,–,†,†,†,–,–,–,–,†,0,–,–,–,–,–,–,–,–,–,–,–,–,–
SANDERS COUNTY ED SERVICESCOOP,Montana,3000074,1.00,†,–,†,–,–,1.00,0,†,9.60,1.60,0,0,0,0,0,–,1.00,–,0,0,6.00,–
SANDERS UNIFIED DISTRICT,Arizona,="0406740",65.00,65.00,16.50,16.50,0,3.00,38.70,23.30,†,153.60,27.00,0,0,1.00,1.00,3.00,0,0,4.00,4.00,6.90,11.10,31.60
SANDGATE SCHOOL DISTRICT,Vermont,5007170,–,†,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
SANDHILLS PUBLIC SCHOOLS,Nebraska,3176380,17.80,18.20,7.40,7.30,–,–,7.70,10.10,0,29.80,2.30,0,0,="0.50",="0.50",="0.90",0,0,2.20,0,–,="0.30",5.80
SANDHILLS THEATRE ARTS RENAISS,North Carolina,3700091,2.00,†,113.00,†,0,2.00,0,0,0,2.00,0,0,0,0,0,0,–,0,0,0,0,0,0
SANDISFIELD (NON-OP),Massachusetts,2510440,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
SANDOVAL CUSD 501,Illinois,1735310,35.50,36.00,15.70,†,0,2.00,15.50,18.00,0,53.50,–,0,0,–,–,1.00,–,0,0,3.00,–,1.00,13.00
SANDRIDGE SD 172,Illinois,1735340,26.50,27.00,16.40,16.10,0,4.00,21.00,1.50,0,38.30,–,1.40,0,0,0,="0.20",–,0,0,2.00,–,4.10,4.10
SANDS CISD,Texas,4839120,21.60,21.60,9.30,9.30,="0.40",1.00,6.60,10.10,3.50,41.50,6.00,0,0,–,="0.50",0,0,="0.90",="0.40",="0.50",1.00,0,10.60
SANDUSKY,Ohio,3904955,19.00,†,–,†,7.00,0,0,0,12.00,102.50,36.00,–,0,0,1.00,1.00,1.00,1.00,7.40,0,0,18.10,18.00
SANDUSKY CITY,Ohio,3904474,265.90,243.70,14.90,16.30,3.00,17.00,100.50,135.80,9.60,540.20,26.40,–,5.00,4.00,10.00,3.00,7.00,3.00,26.40,14.00,29.50,55.30,99.70
SANDUSKY COMMUNITY SCHOOL DISTRICT,Michigan,2630840,66.80,65.70,20.40,20.70,0,5.50,24.60,28.70,8.00,141.10,21.90,3.00,–,–,4.00,0,–,2.00,0,3.30,8.00,0,32.10
SANDWICH,Massachusetts,2510470,250.00,251.00,15.30,15.20,–,8.50,138.40,65.90,37.20,443.20,72.70,2.00,0,4.00,4.00,4.00,–,2.00,9.00,9.00,17.00,12.50,61.00
SANDWICH CUSD 430,Illinois,1735370,147.40,148.00,17.70,17.60,2.00,9.50,58.90,77.00,0,201.00,–,0,0,3.00,3.00,1.00,–,0,3.00,8.50,–,9.10,29.00
SANDY CREEK CENTRAL SCHOOL DISTRICT,New York,3625650,90.90,80.50,11.40,12.90,1.00,6.70,37.60,32.70,12.90,202.20,35.00,0,0,–,2.00,1.00,3.00,2.00,8.00,3.00,6.00,5.00,46.30
SANDY CREEK SCHOOLS                                         ,Nebraska,3170470,0,†,†,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0
SANDY RIVER PLT SCHOOL DEPT.,Maine,2310470,0,†,–,†,0,0,0,0,0,="0.60",0,0,0,0,0,0,0,="0.30",="0.30",0,0,0,0
SANDY VALLEY LOCAL,Ohio,3904994,97.90,100.70,15.00,14.60,0,5.00,44.50,45.40,3.00,207.00,11.80,0,0,0,2.20,1.10,0,2.00,12.00,5.00,11.00,15.60,48.40
SANDYSTON-WALPACK CONSOLIDATED SCHOOL,New Jersey,3414610,18.50,15.00,9.90,12.30,0,1.50,9.10,4.40,3.50,20.70,–,="0.20",–,–,–,0,0,="0.50",–,="0.50",–,1.00,–
SANFORD PUBLIC SCHOOLS,Maine,2310500,285.00,285.00,12.40,13.00,–,–,177.00,106.00,2.00,577.30,104.50,4.30,–,–,15.40,5.00,6.00,4.00,19.00,14.00,22.00,27.10,71.00
SANFORD SCHOOL DISTRICT NO. 6 IN THE COUNTY OF CONEJOS AND,Colorado,="0806390",22.80,22.90,14.70,14.60,1.00,2.20,7.40,12.20,†,47.60,7.80,0,0,1.20,1.20,0,1.00,1.00,3.20,2.00,0,="0.40",8.20
SANFORD-FRITCH ISD,Texas,4839150,81.90,81.90,11.10,11.10,2.00,4.10,24.10,40.50,11.20,154.50,26.30,="0.50",–,–,2.00,0,0,2.00,3.70,4.50,5.00,2.00,26.60
SANGAMON AREA SPEC ED DIST,Illinois,1700116,3.00,3.00,17.70,17.70,0,0,1.00,2.00,0,14.00,–,0,0,0,0,0,–,0,0,1.00,–,1.00,9.00
SANGAMON ROE,Illinois,1700206,8.00,8.00,13.50,13.50,0,0,0,8.00,0,9.50,–,1.00,0,0,0,0,–,0,0,0,–,="0.50",0
SANGAMON VALLEY CUSD 9,Illinois,1700324,60.30,61.00,13.80,13.60,2.00,3.00,22.50,32.80,0,69.30,–,0,0,1.00,1.00,2.00,–,0,0,6.00,–,0,0
SANGER ISD,Texas,4839180,186.80,180.80,13.60,14.10,4.00,9.00,65.50,80.00,28.30,403.50,44.80,3.00,–,–,6.40,2.00,0,3.00,8.70,11.00,9.80,35.30,92.70
SANGER UNIFIED,California,="0635250",493.40,473.30,19.60,20.50,–,38.00,326.40,116.00,13.00,757.10,27.50,8.00,1.30,7.00,8.30,1.50,–,4.00,21.50,26.90,40.00,–,126.00
SANGRE DE CRISTO SCHOOL DISTRICT NO. RE-22J,Colorado,="0806420",25.30,25.30,13.20,13.20,="0.10",1.50,8.70,15.00,†,55.90,8.70,="0.20",0,="0.90",="0.90",1.10,0,1.00,0,2.00,5.60,="0.30",10.80
SANILAC ISD,Michigan,2680965,26.00,11.50,4.20,11.40,0,0,0,2.00,24.00,86.10,20.70,5.00,–,–,1.00,0,0,3.00,3.70,–,7.00,10.80,8.90
SANKOFA ACADEMY CS,Pennsylvania,4200138,5.00,5.00,6.00,6.00,0,0,5.00,0,0,7.00,0,0,0,0,0,0,0,1.00,0,0,–,1.00,0
SANKOFA CHARTER SCHOOL,New York,3600074,0,12.80,†,19.40,0,0,0,0,0,0,0,0,–,–,–,–,–,–,–,–,–,–,–
SANKOFA SHULE ACADEMY                                       ,Michigan,2600081,5.00,5.00,16.40,16.40,0,1.00,3.00,1.00,0,10.00,3.00,0,–,–,–,0,0,1.00,1.00,0,0,0,0
SANTA ANA UNIFIED,California,="0635310",2452.50,2420.00,23.40,23.70,–,155.00,1667.80,595.00,34.70,5228.40,943.00,18.40,22.50,28.50,51.00,4.20,–,26.00,27.00,119.80,163.50,–,1423.00
SANTA ANNA ISD,Texas,4839210,23.90,†,11.80,†,="0.60",="0.90",5.70,13.70,3.00,52.90,10.00,0,–,–,1.00,0,0,1.00,1.70,1.90,2.50,1.00,9.90
SANTA BARBARA COUNTY OFFICE OF EDUCATION,California,="0691034",78.30,78.30,10.00,10.00,–,0,32.80,43.60,1.90,281.30,78.00,19.50,0,0,0,1.00,–,3.00,46.00,2.00,19.00,–,34.50
SANTA BARBARA COUNTY ROP,California,="0600133",–,0,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
SANTA BARBARA ELEMENTARY,California,="0635360",279.70,279.70,20.50,20.50,–,38.90,221.30,0,19.50,301.60,–,5.90,0,0,0,2.80,–,1.60,–,11.60,–,–,–
SANTA BARBARA SECONDARY,California,="0635370",477.70,478.10,21.80,21.70,–,0,158.10,318.40,1.20,849.10,82.00,12.60,6.80,13.90,20.70,6.00,–,4.10,–,22.00,123.00,–,101.00
SANTA CLARA COUNTY OFFICE OF EDUCATION,California,="0691035",291.70,289.70,10.20,10.20,–,2.00,169.00,120.70,0,1074.80,322.50,25.40,2.60,2.80,5.40,0,–,8.00,228.50,19.30,52.50,–,121.50
SANTA CLARA COUNTY ROP,California,="0600137",–,0,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
SANTA CLARA ELEMENTARY,California,="0635490",3.00,3.00,18.00,18.00,–,0,3.00,0,0,5.00,1.00,0,0,0,0,0,–,0,0,0,="0.50",0,="0.50"
SANTA CLARA UNIFIED,California,="0635430",657.50,646.50,21.50,21.90,–,43.60,432.90,160.50,20.50,1105.10,98.50,5.50,7.70,12.10,19.80,6.50,–,7.00,35.50,34.80,56.00,–,184.00
SANTA CRUZ CITY ELEMENTARY,California,="0635590",121.60,118.50,17.50,17.90,–,18.50,103.10,0,0,250.60,18.50,3.00,0,0,0,4.00,–,1.50,25.50,4.00,7.50,–,65.00
SANTA CRUZ CITY HIGH,California,="0635600",214.40,212.00,23.00,23.30,–,0,56.90,155.40,2.10,407.40,27.00,7.10,1.50,8.90,10.40,5.00,–,1.50,23.50,13.50,33.00,–,72.00
SANTA CRUZ COUNTY OFFICE OF EDUCATION,California,="0691036",69.30,68.20,15.40,15.50,–,0,20.80,44.50,4.00,247.70,53.00,18.40,0,–,–,0,–,4.00,20.50,1.00,10.50,–,71.00
SANTA CRUZ COUNTY REGIONAL SCHOOL DISTRICT,Arizona,="0400434",2.00,2.00,15.50,15.50,0,0,1.40,="0.60",†,14.40,1.10,2.00,0,0,0,0,="0.30",2.00,1.00,1.00,3.00,2.00,0
SANTA CRUZ COUNTY ROP,California,="0600143",–,0,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
SANTA CRUZ ELEMENTARY DISTRICT,Arizona,="0407500",11.20,11.20,14.90,14.90,0,1.00,10.20,0,†,21.50,4.50,0,0,0,0,0,0,0,="0.40",2.00,1.40,0,2.00
SANTA CRUZ VALLEY OPPORTUNITIES IN EDUCATION  INC.,Arizona,="0400264",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ VALLEY UNIFIED DISTRICT,Arizona,="0407520",180.20,180.20,20.60,20.60,="0.50",12.00,109.60,58.10,†,337.60,46.00,0,4.70,2.30,7.00,1.00,1.00,1.00,1.00,10.00,18.50,15.40,56.50
SANTA CRUZ VALLEY UNION HIGH SCHOOL DISTRICT,Arizona,="0407530",27.00,27.00,18.40,18.40,0,0,0,27.00,†,63.60,11.50,0,0,="0.50",="0.50",1.00,0,1.50,1.10,1.90,3.60,7.00,8.50
SANTA FE ISD,Texas,4839270,290.20,290.20,15.80,15.70,3.30,16.70,112.50,124.50,33.20,582.00,51.20,1.00,–,–,12.00,5.00,0,9.10,23.20,14.00,19.80,16.10,140.40
SANTA FE PUBLIC SCHOOLS,New Mexico,3502370,860.00,846.00,15.90,16.00,8.10,108.50,516.20,227.20,†,1630.50,175.60,2.00,15.60,12.00,27.60,8.40,8.00,16.30,53.90,43.00,73.90,87.40,274.40
SANTA FE R-X,Missouri,2903000,36.70,33.90,12.20,13.20,0,2.00,17.10,17.60,0,58.90,4.10,="0.50",="0.80",="0.60",1.40,1.20,0,1.00,3.00,1.00,–,8.00,2.00
SANTA FE TRAIL,Kansas,2010410,93.00,117.60,13.00,10.30,0,5.00,38.50,49.50,0,169.10,48.60,0,0,5.00,5.00,3.00,2.50,2.00,–,6.00,4.60,2.60,1.80
SANTA FE TRAIL BOCES,Colorado,="0800014",5.00,†,†,†,1.00,="0.50",2.00,1.50,†,27.80,5.70,1.20,0,1.00,1.00,0,0,1.00,3.00,0,0,10.60,="0.30"
SANTA GERTRUDIS ISD,Texas,4839300,38.00,37.90,9.20,9.20,1.00,1.00,7.70,24.80,3.50,70.00,6.40,0,–,–,2.00,1.00,0,2.00,2.40,2.00,2.30,2.00,11.90
SANTA LUCIA ROP,California,="0600141",–,0,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
SANTA MARIA ISD,Texas,4839330,56.50,†,11.20,†,4.00,3.00,19.90,28.00,1.60,130.70,24.80,1.60,–,–,3.50,1.50,="0.80",1.90,6.90,4.00,4.00,2.20,23.00
SANTA MARIA JOINT UNION HIGH,California,="0635670",306.50,307.00,24.80,24.80,–,0,0,305.50,1.00,639.40,53.50,5.90,0,2.00,2.00,0,–,1.00,23.00,14.00,75.50,–,158.00
SANTA MARIA-BONITA,California,="0605580",603.10,593.10,21.40,21.80,–,53.00,535.90,0,14.20,1114.60,126.00,5.00,7.00,0,7.00,0,–,5.00,61.00,33.00,76.50,–,198.00
SANTA MONICA-MALIBU UNIFIED,California,="0635700",603.70,588.40,19.70,20.20,–,37.00,374.70,183.10,8.90,1155.80,154.50,11.70,6.00,18.80,24.80,5.00,–,9.80,57.00,32.80,62.00,–,194.50
SANTA PAULA ELEMENTARY,California,="0635730",172.70,170.70,21.40,21.60,–,22.00,150.70,0,0,397.80,75.50,3.00,2.50,0,2.50,0,–,2.00,19.50,9.10,29.00,–,84.50
SANTA PAULA UNION HIGH,California,="0635760",69.40,69.40,25.00,25.00,–,0,0,68.00,1.40,136.90,10.00,2.50,0,3.00,3.00,0,–,2.00,4.00,4.00,16.00,–,26.00
SANTA RITA UNION ELEMENTARY,California,="0635790",125.20,125.20,23.40,23.40,–,10.00,114.00,0,1.20,226.30,22.00,3.10,0,0,0,0,–,1.00,6.00,7.00,11.50,–,50.50
SANTA ROSA,Florida,1201650,1580.00,1580.00,16.10,16.20,35.00,100.00,556.00,706.00,183.00,2547.00,324.00,8.00,20.00,29.00,53.00,29.00,1.00,12.00,50.00,68.00,145.00,75.00,202.00
SANTA ROSA CONSOLIDATED SCHOOLS,New Mexico,3502400,38.30,38.30,17.30,17.10,0,7.00,19.10,12.20,†,97.10,8.10,1.00,0,1.00,1.00,0,0,4.00,4.00,2.00,5.40,13.40,19.90
SANTA ROSA ELEMENTARY,California,="0635810",265.20,†,17.20,†,–,36.40,216.90,0,11.90,441.10,42.00,2.40,1.60,0,1.60,0,–,4.90,22.00,13.00,15.50,–,74.50
SANTA ROSA HIGH,California,="0635830",543.80,†,22.30,†,–,0,163.30,377.30,3.20,861.00,42.00,4.10,8.70,19.10,27.80,7.60,–,6.10,21.50,33.60,66.00,–,108.50
SANTA ROSA ISD,Texas,4839360,86.10,†,13.90,†,1.00,3.50,35.90,39.50,6.20,189.90,13.00,3.90,–,–,2.00,1.00,1.90,2.00,12.30,4.00,9.00,7.00,47.70
SANTA YNEZ VALLEY UNION HIGH,California,="0635850",48.20,48.20,23.40,23.40,–,0,="0.20",48.00,0,94.10,="0.50",="0.80",0,4.00,4.00,="0.60",–,1.00,0,3.00,9.00,–,27.00
SANTEE,California,="0635880",312.30,308.40,20.30,20.50,–,33.00,265.30,0,14.00,603.80,136.00,6.00,0,0,0,0,–,4.00,13.00,19.50,22.00,–,91.00
SANTEE COMMUNITY SCHOOLS,Nebraska,3176400,19.20,20.00,8.40,8.10,–,–,9.70,9.50,0,42.10,0,0,="0.50",="0.50",1.00,1.00,0,2.00,3.00,1.00,–,="0.60",14.30
SANTIAM CANYON SD 129J,Oregon,4108100,34.20,32.80,19.00,19.80,0,2.00,19.00,12.20,1.00,80.20,14.10,1.00,0,1.00,1.00,="0.50",2.90,1.00,6.10,3.00,16.40,–,–
SANTO ISD,Texas,4839390,38.20,38.20,13.20,13.20,1.00,2.20,14.50,17.50,3.00,74.40,6.00,="0.80",–,–,1.00,0,1.20,1.00,3.80,2.00,2.90,1.00,16.50
SAPULPA,Oklahoma,4026910,265.40,262.50,16.40,16.60,6.00,14.00,87.50,124.10,33.80,532.40,47.50,3.80,4.00,8.20,12.20,6.00,7.80,2.00,16.30,12.80,21.80,36.20,100.60
SARANAC CENTRAL SCHOOL DISTRICT,New York,3600009,150.40,135.70,12.10,13.40,0,8.90,54.60,57.20,29.70,330.60,38.20,0,–,–,5.00,3.00,0,2.00,19.80,6.00,1.60,11.50,93.10
SARANAC COMMUNITY SCHOOLS,Michigan,2630930,72.00,71.90,17.00,17.00,0,3.70,26.70,32.00,9.60,135.20,14.70,="0.70",–,–,1.00,1.00,–,2.50,1.00,4.50,9.60,2.00,26.20
SARANAC LAKE CENTRAL SCHOOL DISTRICT,New York,3625740,142.70,143.80,10.80,10.70,0,8.60,58.40,58.50,17.20,297.30,10.00,0,0,–,3.00,4.00,4.00,2.00,15.00,3.00,2.00,11.60,100.00
SARASOTA,Florida,1201680,2715.00,2715.00,15.50,15.80,26.00,154.00,1039.00,1051.00,445.00,5617.00,486.00,7.00,27.00,56.00,95.00,22.00,36.00,31.00,138.00,114.00,336.00,263.00,1374.00
SARATOGA CCSD 60C,Illinois,1735400,35.50,36.00,19.60,19.30,0,3.50,22.00,10.00,0,40.50,–,0,0,0,0,1.00,–,0,1.00,1.00,–,2.00,0
SARATOGA SPRINGS CITY SCHOOL DISTRICT,New York,3625770,520.40,493.20,13.30,14.00,0,36.30,209.00,197.60,77.50,1037.20,93.00,1.50,0,–,12.00,10.00,9.00,6.50,99.00,18.00,7.80,30.00,230.00
SARATOGA UNION ELEMENTARY,California,="0635910",121.60,118.10,19.30,19.90,–,9.00,104.30,0,8.30,220.60,30.00,0,2.00,0,2.00,1.00,–,2.00,21.50,5.50,9.00,–,28.00
SARCOXIE R-II,Missouri,2927540,61.90,55.10,13.30,15.00,="0.30",3.00,25.10,33.50,0,116.90,23.60,1.00,1.00,1.00,2.00,2.00,0,1.40,7.00,2.00,–,13.00,3.00
SARGENT CENTRAL 6,North Dakota,3816430,24.20,24.20,11.40,11.40,0,1.00,9.60,13.60,†,38.60,1.00,0,="0.60",="0.40",1.00,="0.80",0,2.00,0,1.60,0,2.00,6.00
SARGENT PUBLIC SCHOOLS,Nebraska,3176410,17.60,18.60,10.00,9.50,–,–,8.30,9.30,0,38.30,2.60,0,="0.80",="0.20",1.00,1.00,0,="0.30",2.00,1.30,–,0,12.50
SARGENT SCHOOL DISTRICT NO. RE-33J,Colorado,="0806450",31.90,30.70,14.50,15.10,0,2.40,14.20,15.30,†,61.50,4.60,1.20,0,1.30,1.30,0,2.00,1.00,3.50,2.00,1.50,="0.80",11.70
SARTELL-ST. STEPHEN SCHOOL DISTRICT,Minnesota,2732820,163.40,163.20,19.30,19.30,5.60,9.00,65.60,83.10,="0.10",326.30,48.20,1.00,0,3.00,3.00,4.00,3.90,3.70,3.70,6.00,8.40,29.60,51.40
SASAKWA,Oklahoma,4026940,18.00,17.90,12.80,12.80,0,1.00,10.00,6.10,="0.90",30.90,0,0,="0.30",="0.40",="0.70",="0.50",0,="0.70",2.50,1.40,1.00,="0.10",6.00
SATANTA,Kansas,2011400,38.50,47.00,9.80,8.10,0,2.00,15.00,21.50,0,58.20,8.80,0,1.00,1.00,2.00,1.00,="0.60",1.00,0,2.00,2.00,2.30,–
SATORI  INC.,Arizona,="0400409",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATSOP SCHOOL DISTRICT,Washington,5307680,3.40,3.50,16.50,16.00,0,="0.20",3.20,0,0,6.30,1.60,0,0,0,0,0,0,="0.10",="0.50",0,0,0,="0.70"
SAU #28 OFFICE,New Hampshire,3399928,–,†,†,†,–,–,–,–,†,10.00,–,–,–,–,–,–,–,5.00,5.00,–,–,–,–
SAU-TECH CAREER CENTER,Arkansas,="0500002",0,0,†,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUCELITO ELEMENTARY,California,="0635940",5.90,5.90,17.10,14.20,–,1.00,4.90,0,0,11.00,3.00,0,0,0,0,0,–,0,0,="0.10",1.00,0,1.00
SAUCON VALLEY SD,Pennsylvania,4211730,164.00,163.40,14.90,14.80,0,6.00,56.00,82.00,20.00,193.00,–,1.00,3.00,4.00,7.00,3.00,–,3.00,–,6.00,–,9.00,–
SAUGATUCK PUBLIC SCHOOLS,Michigan,2630960,51.70,51.70,16.90,16.90,0,4.00,20.80,21.50,5.40,99.30,10.00,1.10,–,–,1.50,1.00,0,1.00,1.00,3.00,8.00,2.40,18.60
SAUGERTIES CENTRAL SCHOOL DISTRICT,New York,3625800,231.00,205.30,14.30,16.00,0,8.50,99.00,86.40,37.10,452.60,81.00,0,0,–,7.00,6.00,0,3.00,26.20,7.00,7.10,12.30,72.00
SAUGUS,Massachusetts,2510500,215.80,216.00,14.20,14.20,–,7.00,119.90,46.40,42.50,386.20,66.00,4.00,2.00,3.00,5.00,1.00,–,3.00,10.00,11.00,13.70,11.20,45.50
